4.060402684563758413e+00,2.990692037194948938e+01,5.447473701616269537e+00
4.093959731543623803e+00,2.993617467866380011e+01,-3.969564473027989759e+00
4.127516778523490082e+00,2.964869648276550151e+01,-1.334925451943055563e+01
4.161073825503355472e+00,2.904621494181938601e+01,-2.260131190051952998e+01
4.194630872483221751e+00,2.813412522828539863e+01,-3.163571386138983499e+01
4.228187919463087141e+00,2.692148852951877558e+01,-4.036269942930117338e+01
4.261744966442953420e+00,2.542103204776980974e+01,-4.869276941368009659e+01
4.295302013422818810e+00,2.364914900018415267e+01,-5.653668640611801521e+01
4.328859060402684200e+00,2.162589861880253395e+01,-6.380547478037282616e+01
4.362416107382550479e+00,1.937187181439929162e+01,-7.042403974603138295e+01
4.395973154362415869e+00,1.690847951646461667e+01,-7.631679424662627298e+01
4.429530201342282147e+00,1.426169966257633526e+01,-8.140076295528693606e+01
4.463087248322147538e+00,1.145922609128306568e+01,-8.560662716143228579e+01
4.496644295302013816e+00,8.530464166241296553e+00,-8.887874946016439992e+01
4.530201342281879207e+00,5.506530776216015610e+00,-9.117517375226769616e+01
4.563758389261744597e+00,2.420254335080171071e+00,-9.246762524420951479e+01
4.597315436241610875e+00,-6.938252181851118916e-01,-9.274151044813982026e+01
4.630872483221476266e+00,-3.799456419490285342e+00,-9.199591718189128642e+01
4.664429530201342544e+00,-6.860943792355756798e+00,-9.024407671552745569e+01
4.697986577181207934e+00,-9.848297532546888888e+00,-8.751123697446267613e+01
4.731543624161074213e+00,-1.272753661785752399e+01,-8.382991879713607375e+01
4.765100671140939603e+00,-1.546662669230141063e+01,-7.924306156767202935e+01
4.798657718120804994e+00,-1.803606856864093544e+01,-7.380424296699129627e+01
4.832214765100671272e+00,-2.040889822838688161e+01,-6.757767897281117087e+01
4.865771812080536662e+00,-2.256068682179824236e+01,-6.063822385964611072e+01
4.899328859060402941e+00,-2.446954066788266147e+01,-5.307137019880646278e+01
4.932885906040268331e+00,-2.611610125439597851e+01,-4.497324885840008335e+01
4.966442953020134610e+00,-2.748356527926461723e+01,-3.644998120717437473e+01
5.000000000000000000e+00,-2.855879825133212435e+01,-2.758182789606320995e+01
