0.000000000000000000e+00,2.999999999999999645e+01,0.000000000000000000e+00
3.355704697986577195e-02,2.984191771072604737e+01,-9.415809381616210061e+00
6.711409395973154390e-02,2.936935858412687494e+01,-1.874234678433143131e+01
1.006711409395973089e-01,2.858660687728117367e+01,-2.788823718928513529e+01
1.342281879194630878e-01,2.750100625782423691e+01,-3.676272743429372980e+01
1.677852348993288667e-01,2.612311048405295821e+01,-4.527640736961201640e+01
2.013422818791946178e-01,2.446668340492580995e+01,-5.334120985793315128e+01
2.348993288590603967e-01,2.254864727841782823e+01,-6.087172790452004989e+01
2.684563758389261756e-01,2.038848663909270797e+01,-6.779236486059191691e+01
3.020134228187919545e-01,1.800853083349232975e+01,-7.401345229023857542e+01
3.355704697986577334e-01,1.543334229898692556e+01,-7.945210390996932404e+01
3.691275167785235123e-01,1.268954373497047250e+01,-8.403776447907333136e+01
4.026845637583892357e-01,9.805818102860667906e+00,-8.771220979961960040e+01
4.362416107382550146e-01,6.812908626098931997e+00,-9.042954671645706810e+01
4.697986577181207934e-01,3.743618790150439857e+00,-9.215621311721446318e+01
5.033557046979866278e-01,6.328123425040786953e-01,-9.287097793230044829e+01
5.369127516778523512e-01,-2.482807422184900137e+00,-9.256513781270987806e+01
5.704697986577180746e-01,-5.571385513529888200e+00,-9.124723517270385287e+01
6.040268456375839090e-01,-8.599194447368532224e+00,-8.893342183975579474e+01
6.375838926174496324e-01,-1.153184012114348533e+01,-8.564919007518520289e+01
6.711409395973154668e-01,-1.433714258602073244e+01,-8.143225767640967661e+01
7.046979865771811902e-01,-1.698513604688949385e+01,-7.633256797694494367e+01
7.382550335570470246e-01,-1.944806886236234078e+01,-7.041228984640471822e+01
7.718120805369127480e-01,-2.170040354477506028e+01,-6.374581769050092106e+01
8.053691275167784713e-01,-2.371881676018677254e+01,-5.641977145104341673e+01
8.389261744966443057e-01,-2.548219932837989532e+01,-4.853299660594024800e+01
8.724832214765100291e-01,-2.697282359181773614e+01,-4.018773261016110609e+01
9.060402684563758635e-01,-2.817886861897092032e+01,-3.145165377977332000e+01
9.395973154362415869e-01,-2.908692453661345212e+01,-2.240853099331063092e+01
9.731543624161074213e-01,-2.968662239065178099e+01,-1.314646458699581544e+01
1.006711409395973256e+00,-2.997123109246820860e+01,-3.754623634191013082e+00
1.040268456375838868e+00,-2.993765741892089238e+01,5.676754054602495714e+00
1.073825503355704702e+00,-2.958644601234385618e+01,1.505636193174429316e+01
1.107382550335570537e+00,-2.892177938054695474e+01,2.429182471245470154e+01
1.140939597315436149e+00,-2.795147789681593764e+01,3.328969837481474059e+01
1.174496644295301984e+00,-2.668690711541692906e+01,4.195631814949960869e+01
1.208053691275167818e+00,-2.514002647735597407e+01,5.021452167286412305e+01
1.241610738255033652e+00,-2.332506891586202613e+01,5.797316644681468745e+01
1.275167785234899265e+00,-2.125971192876494698e+01,6.513946474770760631e+01
1.308724832214765099e+00,-1.896442761623057294e+01,7.162890618222111527e+01
1.342281879194630934e+00,-1.646248268076078602e+01,7.736525768735511122e+01
1.375838926174496546e+00,-1.377993842719346240e+01,8.228056353043123750e+01
1.409395973154362380e+00,-1.094565076270244219e+01,8.631514530909311134e+01
1.442953020134228215e+00,-7.991270196797604974e+00,8.941760195130595434e+01
1.476510067114094049e+00,-4.951003863520305970e+00,9.154535251164305976e+01
1.510067114093959662e+00,-1.855948193146729652e+00,9.267633925049894117e+01
1.543624161073825496e+00,1.259743757157495647e+00,9.279221345353023764e+01
1.577181208053691330e+00,4.360751224708622864e+00,9.188414877301626404e+01
1.610738255033556943e+00,7.412960914043766003e+00,8.995861618966166873e+01
1.644295302013422777e+00,1.038346699692095676e+01,8.703738401259647617e+01
1.677852348993288611e+00,1.324057111231901374e+01,8.315751787937605854e+01
1.711409395973154446e+00,1.595378236643766101e+01,7.837138075598117837e+01
1.744966442953020058e+00,1.849381733269742512e+01,7.274663293681797427e+01
1.778523489932885893e+00,2.083260005173975671e+01,6.636623204471784732e+01
1.812080536912751727e+00,2.294421740283107880e+01,5.932391730490236625e+01
1.845637583892617561e+00,2.481078820270804286e+01,5.168629734095769379e+01
1.879194630872483174e+00,2.641271215638002445e+01,4.353083926657068048e+01
1.912751677852349008e+00,2.773261513528809274e+01,3.494208068052378025e+01
1.946308724832214843e+00,2.875666615057820508e+01,2.600678694196995622e+01
1.979865771812080455e+00,2.947457735310125670e+01,1.681395117043249243e+01
2.013422818791946511e+00,2.987960403341307369e+01,7.454794245804805541e+00
2.046979865771811902e+00,2.996854462177438805e+01,-1.977235191648851087e+00
2.080536912751677736e+00,2.974174068815087679e+01,-1.138646074129454000e+01
2.114093959731543571e+00,2.920304078290924110e+01,-2.067757149061642252e+01
2.147651006711409405e+00,2.835813150675824801e+01,-2.977467479323366462e+01
2.181208053691275239e+00,2.721374680481791231e+01,-3.858424008683389417e+01
2.214765100671141074e+00,2.577977509797839772e+01,-4.701113327832155875e+01
2.248322147651006908e+00,2.406943062042981296e+01,-5.496487050849798095e+01
2.281879194630872298e+00,2.209925341966225432e+01,-6.235961815206125891e+01
2.315436241610738133e+00,1.988910935646566713e+01,-6.911419281760667843e+01
2.348993288590603967e+00,1.746219010493004120e+01,-7.515206134762608770e+01
2.382550335570469802e+00,1.484501315244527753e+01,-8.040134081850833070e+01
2.416107382550335636e+00,1.206742179970122919e+01,-8.479479854053907673e+01
2.449664429530201470e+00,9.160289727464252962e+00,-8.827638859930591764e+01
2.483221476510067305e+00,6.152102709544080561e+00,-9.080721724316357779e+01
2.516778523489932695e+00,3.076766505101579341e+00,-9.234415531413415579e+01
2.550335570469798530e+00,-3.174576337679976823e-02,-9.285936529787051086e+01
2.583892617449664364e+00,-3.139742939803969790e+00,-9.234141175274447733e+01
2.617449664429530198e+00,-6.213815834492332435e+00,-9.079526130984713461e+01
2.651006711409396033e+00,-9.220837224153786593e+00,-8.824228267298869355e+01
2.684563758389261867e+00,-1.212796185189967879e+01,-8.472024661869853901e+01
2.718120805369127702e+00,-1.490262642724084863e+01,-8.028332599622520149e+01
2.751677852348993092e+00,-1.751254962608756571e+01,-7.500209572753645659e+01
2.785234899328858926e+00,-1.993117600539262924e+01,-6.894523502954803007e+01
2.818791946308724761e+00,-2.213553383349241699e+01,-6.217513995313822051e+01
2.852348993288590595e+00,-2.410139954816136054e+01,-5.476836143103854226e+01
2.885906040268456429e+00,-2.580792904509656793e+01,-4.680534379407738044e+01
2.919463087248322264e+00,-2.723765770110612650e+01,-3.837042470612498590e+01
2.953020134228188098e+00,-2.837650037410910997e+01,-2.955183516409343270e+01
2.986577181208053489e+00,-2.921375140313553587e+01,-2.044169949793677077e+01
3.020134228187919323e+00,-2.974208460832645429e+01,-1.113603537065049665e+01
3.053691275167785157e+00,-2.995758376004660306e+01,-1.734326581387588551e+00
3.087248322147650992e+00,-2.986012908990314330e+01,7.682099200577232168e+00
3.120805369127516826e+00,-2.944950916906927674e+01,1.702773431979052887e+01
3.154362416107382661e+00,-2.872777767486910605e+01,2.620878877427897891e+01
3.187919463087248495e+00,-2.770056956929409964e+01,3.513346558375691586e+01
3.221476510067113885e+00,-2.637710109900313071e+01,4.371196078962618259e+01
3.255033557046979720e+00,-2.477016979532238494e+01,5.185646345497662679e+01
3.288590604026845554e+00,-2.289615447424547767e+01,5.948115566458540115e+01
3.322147651006711389e+00,-2.077501523643338999e+01,6.650221252491736834e+01
3.355704697986577223e+00,-1.843029346721447581e+01,7.283780216412513653e+01
3.389261744966443057e+00,-1.588886240262803184e+01,7.840905773626889186e+01
3.422818791946308892e+00,-1.317528747834781377e+01,8.315795803681963605e+01
3.456375838926174726e+00,-1.031796481074111327e+01,8.701856055838496218e+01
3.489932885906040116e+00,-7.348092252553090731e+00,8.993116862143105550e+01
3.523489932885905951e+00,-4.297580550455653459e+00,9.185206768169167901e+01
3.557046979865771785e+00,-1.199053345047723207e+00,9.275352533016798873e+01
3.590604026845637620e+00,1.914152829144945889e+00,9.262379129312868997e+01
3.624161073825503454e+00,5.007988543669722681e+00,9.146709743210993793e+01
3.657718120805369288e+00,8.047691476147084799e+00,8.930365774391542288e+01
3.691275167785235123e+00,1.099778641027065262e+01,8.616966836061632762e+01
3.724832214765100513e+00,1.382481328222226757e+01,8.211317914753530545e+01
3.758389261744966348e+00,1.650211683965527243e+01,7.718156381231148089e+01
3.791946308724832182e+00,1.899986730422689618e+01,7.143430324455938774e+01
3.825503355704698016e+00,2.129088334594525378e+01,6.493814677097118704e+01
3.859060402684563851e+00,2.335106767668134609e+01,5.776658671120115685e+01
3.892617449664429685e+00,2.515940705016909718e+01,4.999985837786551457e+01
3.926174496644295520e+00,2.669797226200532947e+01,4.172494007654260173e+01
3.959731543624160910e+00,2.795191814964976373e+01,3.303555310577288395e+01
3.993288590604026744e+00,2.890948359242504395e+01,2.403216175705856372e+01
4.026845637583893023e+00,2.956287041995300413e+01,1.481131368526524383e+01
